id	type	modified	language	license	datasetID	institutionCode	ownerInstitutionCode	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	waterBody	country	countryCode	stateProvince	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferenceProtocol
Station_249_Date_12AUG2002:13:22:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_12AUG2002:13:22:00.000	Bag Seine	0.03	hectares	120 seconds	2002-08-12 13:22:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.018333	-97.051389	WGS84	100	Handheld GPS
Station_249_Date_10SEP2002:16:30:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_10SEP2002:16:30:00.000	Bag Seine	0.03	hectares	180 seconds	2002-09-10 16:30:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.7	28.018333	-97.051389	WGS84	100	Handheld GPS
Station_249_Date_26OCT2004:15:33:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_26OCT2004:15:33:00.000	Bag Seine	0.03	hectares	120 seconds	2004-10-26 15:33:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.3	28.018333	-97.051667	WGS84	100	Handheld GPS
Station_249_Date_16AUG2007:13:55:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_16AUG2007:13:55:00.000	Bag Seine	0.03	hectares	120 seconds	2007-08-16 13:55:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.4	0.5	28.018611	-97.051111	WGS84	100	Handheld GPS
Station_249_Date_06NOV2006:17:32:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_06NOV2006:17:32:00.000	Bag Seine	0.03	hectares	120 seconds	2006-11-06 17:32:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.018611	-97.051389	WGS84	100	Handheld GPS
Station_250_Date_25AUG1992:12:41:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_25AUG1992:12:41:00.000	Bag Seine	0.03	hectares	120 seconds	1992-08-25 12:41:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.025	-97.045833	WGS84	100	Handheld GPS
Station_250_Date_18NOV1992:15:05:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_18NOV1992:15:05:00.000	Bag Seine	0.03	hectares	120 seconds	1992-11-18 15:05:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.9	28.026389	-97.045833	WGS84	100	Handheld GPS
Station_250_Date_11DEC1981:14:04:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_11DEC1981:14:04:00.000	Bag Seine	0.04	hectares	0 seconds	1981-12-11 14:04:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.3	28.026944	-97.043056	WGS84	100	Handheld GPS
Station_250_Date_03OCT2001:13:45:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_03OCT2001:13:45:00.000	Bag Seine	0.03	hectares	120 seconds	2001-10-03 13:45:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.026944	-97.045556	WGS84	100	Handheld GPS
Station_250_Date_08JAN2007:15:13:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_08JAN2007:15:13:00.000	Bag Seine	0.03	hectares	120 seconds	2007-01-08 15:13:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.0275	-97.044167	WGS84	100	Handheld GPS
Station_250_Date_05AUG1997:14:57:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_05AUG1997:14:57:00.000	Bag Seine	0.03	hectares	120 seconds	1997-08-05 14:57:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.027778	-97.040278	WGS84	100	Handheld GPS
Station_250_Date_01APR1998:15:41:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_01APR1998:15:41:00.000	Bag Seine	0.03	hectares	120 seconds	1998-04-01 15:41:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.027778	-97.040278	WGS84	100	Handheld GPS
Station_250_Date_29MAY1985:11:27:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_29MAY1985:11:27:00.000	Bag Seine	0.03	hectares	60 seconds	1985-05-29 11:27:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.027778	-97.043056	WGS84	100	Handheld GPS
Station_250_Date_05OCT1993:16:22:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_05OCT1993:16:22:00.000	Bag Seine	0.03	hectares	120 seconds	1993-10-05 16:22:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.027778	-97.043056	WGS84	100	Handheld GPS
Station_250_Date_23SEP1987:16:06:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_23SEP1987:16:06:00.000	Bag Seine	0.03	hectares	120 seconds	1987-09-23 16:06:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.027778	-97.044444	WGS84	100	Handheld GPS
Station_250_Date_27JUN2006:06:56:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_27JUN2006:06:56:00.000	Bag Seine	0.03	hectares	120 seconds	2006-06-27 06:56:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.1	28.027778	-97.044722	WGS84	100	Handheld GPS
Station_250_Date_27OCT1977:11:25:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_27OCT1977:11:25:00.000	Bag Seine	0.04	hectares	0 seconds	1977-10-27 11:25:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.027778	-97.045833	WGS84	100	Handheld GPS
Station_250_Date_10AUG1978:10:20:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_10AUG1978:10:20:00.000	Bag Seine	0.05	hectares	0 seconds	1978-08-10 10:20:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.8	28.027778	-97.045833	WGS84	100	Handheld GPS
Station_250_Date_29MAR1978:09:00:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_29MAR1978:09:00:00.000	Bag Seine	0.05	hectares	0 seconds	1978-03-29 09:00:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	1	28.027778	-97.045833	WGS84	100	Handheld GPS
Station_250_Date_26MAY1978:14:30:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_26MAY1978:14:30:00.000	Bag Seine	0.03	hectares	0 seconds	1978-05-26 14:30:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.9	28.027778	-97.045833	WGS84	100	Handheld GPS
Station_250_Date_22NOV1978:12:00:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_22NOV1978:12:00:00.000	Bag Seine	0.03	hectares	0 seconds	1978-11-22 12:00:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.7	28.027778	-97.045833	WGS84	100	Handheld GPS
Station_250_Date_18JAN1980:08:45:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_18JAN1980:08:45:00.000	Bag Seine	0.05	hectares	0 seconds	1980-01-18 08:45:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.9	28.027778	-97.045833	WGS84	100	Handheld GPS
Station_250_Date_16MAY1980:14:10:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_16MAY1980:14:10:00.000	Bag Seine	0.05	hectares	0 seconds	1980-05-16 14:10:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	1	28.027778	-97.045833	WGS84	100	Handheld GPS
Station_250_Date_11DEC1981:14:31:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_11DEC1981:14:31:00.000	Bag Seine	0.05	hectares	0 seconds	1981-12-11 14:31:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.6	28.027778	-97.045833	WGS84	100	Handheld GPS
Station_250_Date_13NOV1981:10:07:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_13NOV1981:10:07:00.000	Bag Seine	0.05	hectares	0 seconds	1981-11-13 10:07:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.7	28.027778	-97.045833	WGS84	100	Handheld GPS
Station_250_Date_28DEC1982:16:49:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_28DEC1982:16:49:00.000	Bag Seine	0.05	hectares	0 seconds	1982-12-28 16:49:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.9	28.027778	-97.045833	WGS84	100	Handheld GPS
Station_250_Date_24FEB1983:12:00:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_24FEB1983:12:00:00.000	Bag Seine	0.05	hectares	0 seconds	1983-02-24 12:00:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.7	28.027778	-97.045833	WGS84	100	Handheld GPS
Station_250_Date_30OCT2008:14:02:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_30OCT2008:14:02:00.000	Bag Seine	0.03	hectares	120 seconds	2008-10-30 14:02:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.028056	-97.043333	WGS84	100	Handheld GPS
Station_250_Date_07APR1999:12:48:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_07APR1999:12:48:00.000	Bag Seine	0.03	hectares	120 seconds	1999-04-07 12:48:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.028333	-97.041111	WGS84	100	Handheld GPS
Station_250_Date_17DEC1998:10:25:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_17DEC1998:10:25:00.000	Bag Seine	0.03	hectares	60 seconds	1998-12-17 10:25:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.028333	-97.041944	WGS84	100	Handheld GPS
Station_250_Date_15SEP1978:08:45:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_15SEP1978:08:45:00.000	Bag Seine	0.05	hectares	0 seconds	1978-09-15 08:45:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.028611	-97.039444	WGS84	100	Handheld GPS
Station_250_Date_13NOV1989:13:58:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_13NOV1989:13:58:00.000	Bag Seine	0.03	hectares	120 seconds	1989-11-13 13:58:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.1	28.029167	-97.038889	WGS84	100	Handheld GPS
Station_250_Date_26MAR2004:09:22:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_26MAR2004:09:22:00.000	Bag Seine	0.03	hectares	120 seconds	2004-03-26 09:22:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.4	28.029444	-97.039444	WGS84	100	Handheld GPS
Station_250_Date_21MAR2006:14:22:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_21MAR2006:14:22:00.000	Bag Seine	0.03	hectares	120 seconds	2006-03-21 14:22:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.029444	-97.039722	WGS84	100	Handheld GPS
Station_250_Date_05OCT1998:16:16:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_05OCT1998:16:16:00.000	Bag Seine	0.03	hectares	120 seconds	1998-10-05 16:16:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.2	28.029444	-97.041111	WGS84	100	Handheld GPS
Station_250_Date_14JUN2004:19:32:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_14JUN2004:19:32:00.000	Bag Seine	0.03	hectares	120 seconds	2004-06-14 19:32:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.03	-97.036944	WGS84	100	Handheld GPS
Station_250_Date_10SEP2003:10:17:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_10SEP2003:10:17:00.000	Bag Seine	0.03	hectares	120 seconds	2003-09-10 10:17:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.03	-97.039444	WGS84	100	Handheld GPS
Station_250_Date_01MAY1996:16:59:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_01MAY1996:16:59:00.000	Bag Seine	0.03	hectares	120 seconds	1996-05-01 16:59:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.030556	-97.034722	WGS84	100	Handheld GPS
Station_250_Date_11MAY1999:14:40:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_11MAY1999:14:40:00.000	Bag Seine	0.03	hectares	120 seconds	1999-05-11 14:40:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.030556	-97.036667	WGS84	100	Handheld GPS
Station_250_Date_12MAY2008:16:09:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_12MAY2008:16:09:00.000	Bag Seine	0.03	hectares	120 seconds	2008-05-12 16:09:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.030833	-97.034167	WGS84	100	Handheld GPS
Station_250_Date_11JUL2007:14:26:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_250_Date_11JUL2007:14:26:00.000	Bag Seine	0.03	hectares	120 seconds	2007-07-11 14:26:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.6	28.031111	-97.033889	WGS84	100	Handheld GPS
Station_251_Date_08JUN1987:14:21:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_251_Date_08JUN1987:14:21:00.000	Bag Seine	0.03	hectares	120 seconds	1987-06-08 14:21:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.8	28.030556	-97.026389	WGS84	100	Handheld GPS
Station_251_Date_17OCT1991:13:45:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_251_Date_17OCT1991:13:45:00.000	Bag Seine	0.03	hectares	120 seconds	1991-10-17 13:45:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.030556	-97.027778	WGS84	100	Handheld GPS
Station_251_Date_14JUN1988:14:38:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_251_Date_14JUN1988:14:38:00.000	Bag Seine	0.03	hectares	120 seconds	1988-06-14 14:38:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.8	28.030556	-97.029167	WGS84	100	Handheld GPS
Station_251_Date_04JAN1989:15:49:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_251_Date_04JAN1989:15:49:00.000	Bag Seine	0.03	hectares	120 seconds	1989-01-04 15:49:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.030556	-97.029167	WGS84	100	Handheld GPS
Station_251_Date_19DEC1990:14:37:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_251_Date_19DEC1990:14:37:00.000	Bag Seine	0.03	hectares	60 seconds	1990-12-19 14:37:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.5	28.030556	-97.029167	WGS84	100	Handheld GPS
Station_251_Date_10MAY1991:08:37:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_251_Date_10MAY1991:08:37:00.000	Bag Seine	0.03	hectares	120 seconds	1991-05-10 08:37:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.8	28.030556	-97.029167	WGS84	100	Handheld GPS
Station_251_Date_05AUG1997:14:22:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_251_Date_05AUG1997:14:22:00.000	Bag Seine	0.03	hectares	120 seconds	1997-08-05 14:22:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.030556	-97.029167	WGS84	100	Handheld GPS
Station_251_Date_05OCT1993:16:02:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_251_Date_05OCT1993:16:02:00.000	Bag Seine	0.03	hectares	120 seconds	1993-10-05 16:02:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.1	28.030556	-97.033333	WGS84	100	Handheld GPS
Station_251_Date_09JUN1998:11:33:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_251_Date_09JUN1998:11:33:00.000	Bag Seine	0.03	hectares	120 seconds	1998-06-09 11:33:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.6	28.030556	-97.033333	WGS84	100	Handheld GPS
Station_251_Date_09FEB2006:10:05:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_251_Date_09FEB2006:10:05:00.000	Bag Seine	0.03	hectares	120 seconds	2006-02-09 10:05:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.031944	-97.026111	WGS84	100	Handheld GPS
Station_251_Date_07MAY1987:14:55:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_251_Date_07MAY1987:14:55:00.000	Bag Seine	0.03	hectares	180 seconds	1987-05-07 14:55:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.5	28.031944	-97.026389	WGS84	100	Handheld GPS
Station_251_Date_17DEC1998:11:01:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_251_Date_17DEC1998:11:01:00.000	Bag Seine	0.03	hectares	180 seconds	1998-12-17 11:01:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.031944	-97.028889	WGS84	100	Handheld GPS
Station_251_Date_12JAN1999:13:22:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_251_Date_12JAN1999:13:22:00.000	Bag Seine	0.03	hectares	120 seconds	1999-01-12 13:22:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.5	28.031944	-97.029722	WGS84	100	Handheld GPS
Station_251_Date_30MAY2007:13:39:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_251_Date_30MAY2007:13:39:00.000	Bag Seine	0.03	hectares	120 seconds	2007-05-30 13:39:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.9	28.032222	-97.029444	WGS84	100	Handheld GPS
Station_251_Date_24SEP1998:10:13:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_251_Date_24SEP1998:10:13:00.000	Bag Seine	0.03	hectares	120 seconds	1998-09-24 10:13:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.7	28.0325	-97.024444	WGS84	100	Handheld GPS
Station_251_Date_08JUL2004:10:47:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_251_Date_08JUL2004:10:47:00.000	Bag Seine	0.03	hectares	120 seconds	2004-07-08 10:47:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.7	28.0325	-97.029722	WGS84	100	Handheld GPS
Station_251_Date_12SEP2007:14:19:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_251_Date_12SEP2007:14:19:00.000	Bag Seine	0.03	hectares	120 seconds	2007-09-12 14:19:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.8	28.0325	-97.03	WGS84	100	Handheld GPS
Station_251_Date_02SEP1999:12:32:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_251_Date_02SEP1999:12:32:00.000	Bag Seine	0.03	hectares	180 seconds	1999-09-02 12:32:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.032778	-97.033056	WGS84	100	Handheld GPS
